gwas_name,mid,module_size,net,pval,teamName,traitGroup,type,new_gwas_cat,trait.simplified
EUR.GIANT_2015_WCadjBMI_MALES_EUR,158,20,2_ppi,0.000156210127,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,99,6,2_ppi,0.00023966222600000002,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,99,6,2_ppi,4.82546442e-05,Team Tusk,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,99,6,2_ppi,0.00010291369,Team Tusk,Height,Anthropometric,,Height
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,234,19,2_ppi,1.69996239e-06,Team Tusk,Narcolepsy,Various,,Narcolepsy
EUR.IBDGenetics.UC,234,19,2_ppi,1.07885131e-05,Team Tusk,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.MAGIC.FastingGlucose,442,3,2_ppi,1.05309423e-05,Team Tusk,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC.Manning_et_al_FastingGlucose_Interaction.JMAcontBMI_P,442,3,2_ppi,7.4309716200000005e-06,Team Tusk,Fasting glucose,Glycemic,,Fasting glucose (BMI interact.)
EUR.MAGIC.Manning_et_al_FastingGlucose_Interaction.JMAcontBMI_P,394,77,2_ppi,0.000180588066,Team Tusk,Fasting glucose,Glycemic,,Fasting glucose (BMI interact.)
EUR.MAGIC.Scott_et_al_FG_Jan2013,442,3,2_ppi,4.333091179999999e-05,Team Tusk,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect.BMIadj,442,3,2_ppi,5.08041716e-06,Team Tusk,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect,442,3,2_ppi,9.72494553e-06,Team Tusk,Fasting glucose,Glycemic,,Fasting glucose
EUR.Okada2014.RA_GWASmeta_European_v2,234,19,2_ppi,8.45314899e-06,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.pgc.cross.full.2013-03,158,20,2_ppi,0.00010051750700000001,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.SCZ17.2013-05,158,20,2_ppi,3.48244754e-06,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,69,15,2_ppi,0.00012900412,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,245,11,2_ppi,0.000248966414,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,158,20,2_ppi,9.34658993e-07,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,69,15,2_ppi,5.40911414e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,245,11,2_ppi,0.000128574943,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,158,20,2_ppi,6.63565732e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,234,19,2_ppi,8.12655778e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,69,15,2_ppi,0.000306683154,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.phs000124.pha002895.neuroblastoma,308,46,2_ppi,3.82405321e-05,Team Tusk,Various,Various,,Neuroblastoma
EUR.RA_GWASmeta2_20090505,234,19,2_ppi,7.327183029999999e-07,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Corre2014.uMg_creat_ratio_all_META_ANALYSIS_Aug2013_7pop1,31,16,3_signal,0.00026064277900000003,Team Tusk,Electrolytes,Various,,Electrolytes (urin)
EUR.Corre2014.uMg_creat_ratio_all_META_ANALYSIS_Aug2013_7pop1,42,22,3_signal,0.00036426898300000003,Team Tusk,Electrolytes,Various,,Electrolytes (urin)
EUR.Fritsche_2015_AdvancedAMD,112,7,3_signal,4.116075990000001e-06,Team Tusk,Various,Various,,Macular degeneration
EUR.GIANT.BMI.MEN.LE50.publicrelease,39,36,3_signal,0.00010556425300000001,Team Tusk,"BMI, waist, hip (male)",Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,32,35,3_signal,4.0827054399999995e-05,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,32,35,3_signal,0.000105677644,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,32,35,3_signal,0.00011989424699999999,Team Tusk,Height,Anthropometric,,Height (extreme)
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,32,35,3_signal,1.1305304699999999e-05,Team Tusk,Height,Anthropometric,,Height
EUR.GIANT_OBESITY_CLASS2_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,39,36,3_signal,0.000173996715,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,32,35,3_signal,0.00014287072899999998,Team Tusk,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN,32,35,3_signal,3.74431497e-05,Team Tusk,Height,Anthropometric,,Height
EUR.IBDGenetics.UC,109,62,3_signal,0.00012069932199999999,Team Tusk,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBDGenetics.UC,167,4,3_signal,0.000241817398,Team Tusk,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IGAP_stage_1,127,88,3_signal,6.0230392700000005e-05,Team Tusk,Alzheimer's disease,Neurodegenerative,,Alzheimer's disease
EUR.RA_GWASmeta2_20090505,48,31,3_signal,0.00032946190799999997,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,167,4,3_signal,0.00034776461199999997,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.BMI.ENGAGE1000G_BMI,10,94,4_coexpr,0.000167600315,Team Tusk,"BMI, obesity",Anthropometric,,Body mass index
EUR.BPSCZ.results,26,39,4_coexpr,2.15911722e-05,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.results,55,40,4_coexpr,6.82095995e-05,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,26,39,4_coexpr,9.83488885e-07,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BPSCZ.scz-only.results,55,40,4_coexpr,0.000407088335,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,20,73,4_coexpr,1.0827913599999999e-05,Team Tusk,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,197,57,4_coexpr,2.09356293e-05,Team Tusk,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,20,73,4_coexpr,1.30757177e-06,Team Tusk,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,197,57,4_coexpr,5.752364829999999e-05,Team Tusk,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GIANT.BMI.WOMEN.GT50.publicrelease,10,94,4_coexpr,6.02950929e-05,Team Tusk,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.Women_SNP_gwas_mc_merge_nogc.tbl.uniq,10,94,4_coexpr,0.000126927663,Team Tusk,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,26,39,4_coexpr,1.73072505e-05,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,26,39,4_coexpr,6.78668265e-06,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,26,39,4_coexpr,0.000131223915,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,97,70,4_coexpr,1.6668595300000003e-05,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,26,39,4_coexpr,9.41947717e-05,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,197,57,4_coexpr,0.000702991664,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_WOMEN,10,94,4_coexpr,4.71163336e-05,Team Tusk,"BMI, waist, hip (female)",Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,97,70,4_coexpr,2.50973025e-05,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_MEN,106,92,4_coexpr,2.87258537e-06,Team Tusk,"BMI, waist, hip (male)",Anthropometric,,Weight
EUR.GLGC.jointGwasMc_LDL,20,73,4_coexpr,6.359968190000001e-06,Team Tusk,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_LDL,197,57,4_coexpr,3.452281629999999e-05,Team Tusk,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,20,73,4_coexpr,1.3473233000000002e-06,Team Tusk,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,197,57,4_coexpr,9.645695290000001e-05,Team Tusk,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,197,57,4_coexpr,3.9726778200000004e-05,Team Tusk,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_LDL,20,73,4_coexpr,9.00341079e-05,Team Tusk,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.IBD.gwas_ichip_meta_release.CD_META_P,106,92,4_coexpr,7.38447077e-05,Team Tusk,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.CD,73,46,4_coexpr,1.56798119e-05,Team Tusk,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.CD,5,100,4_coexpr,0.000202781041,Team Tusk,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.CD,111,40,4_coexpr,0.0006607670690000001,Team Tusk,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.Kathiresan2009.LDL,20,73,4_coexpr,0.000203121429,Team Tusk,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.Neuroticism_Full,26,39,4_coexpr,0.000127304302,Team Tusk,Neuroticism,Psychiatric,,Neuroticism
EUR.Okada2014.RA_GWASmeta_European_v2,1,77,4_coexpr,2.3555113399999998e-06,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Okada2014.RA_GWASmeta_European_v2,74,79,4_coexpr,2.3766802000000002e-06,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Okada2014.RA_GWASmeta_European_v2,73,46,4_coexpr,1.11438256e-05,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.pgc.cross.full.2013-03,26,39,4_coexpr,0.000237760855,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.SCZ17.2013-05,26,39,4_coexpr,1.73115276e-06,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,26,39,4_coexpr,7.188798119999999e-07,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,26,39,4_coexpr,7.68068691e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.RA_GWASmeta2_20090505,73,46,4_coexpr,1.6532073699999998e-05,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,1,77,4_coexpr,2.4878699699999998e-05,Team Tusk,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.scz.swe.pgc1.results.v3,26,39,4_coexpr,6.04634764e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BMI.ENGAGE1000G_BMI,62,8,5_cancer,2.59627711e-05,Team Tusk,"BMI, obesity",Anthropometric,,Body mass index
EUR.CARDIoGRAM_2010_lipids.TC_ONE,85,54,5_cancer,0.000110644581,Team Tusk,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GIANT.BMI.SNP_gwas_mc_merge_nogc.tbl.uniq,62,8,5_cancer,2.16439689e-05,Team Tusk,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.WOMEN.GT50.publicrelease,62,8,5_cancer,5.8746787e-05,Team Tusk,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.Women_SNP_gwas_mc_merge_nogc.tbl.uniq,62,8,5_cancer,0.000122835697,Team Tusk,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_2015_WC_FEMALES_EUR,62,8,5_cancer,3.19645124e-05,Team Tusk,"BMI, waist, hip (female)",Anthropometric,,Waist circumference
EUR.GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,54,51,5_cancer,5.56642246e-05,Team Tusk,Height,Anthropometric,,Height (extreme)
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,54,51,5_cancer,2.2277340100000002e-05,Team Tusk,Height,Anthropometric,,Height
EUR.GIANT_OBESITY_CLASS1_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,62,8,5_cancer,0.000158886652,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OBESITY_CLASS1_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,205,9,5_cancer,0.00023401436900000002,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OBESITY_CLASS2_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,205,9,5_cancer,0.00018970586,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OBESITY_CLASS2_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,62,8,5_cancer,0.000194390992,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OBESITY_CLASS3_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,62,8,5_cancer,0.000125211778,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OBESITY_CLASS3_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,52,5,5_cancer,0.000218501311,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OVERWEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,62,8,5_cancer,9.74877031e-05,Team Tusk,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN,54,51,5_cancer,6.86521722e-05,Team Tusk,Height,Anthropometric,,Height
EUR.GLGC.jointGwasMc_TC,85,54,5_cancer,0.000100094386,Team Tusk,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.BPSCZ.results,171,18,6_homology,6.674368599999999e-06,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.results,160,15,6_homology,9.81448852e-06,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,171,18,6_homology,3.9610498999999995e-07,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BPSCZ.scz-only.results,160,15,6_homology,4.762664e-06,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.EGG_BW2_DISCOVERY,196,23,6_homology,0.000207931293,Team Tusk,Various,Anthropometric,,Birth weight
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,171,18,6_homology,3.94482532e-06,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,160,15,6_homology,0.000114394867,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,171,18,6_homology,1.0379499800000001e-05,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,160,15,6_homology,0.00010043192499999999,Team Tusk,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,171,18,6_homology,2.4535030100000005e-05,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,160,15,6_homology,0.000159992139,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,154,73,6_homology,0.000694951989,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,60,76,6_homology,1.76416024e-05,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,171,18,6_homology,7.806196940000001e-05,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,160,15,6_homology,0.000150376979,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,154,73,6_homology,0.000340289855,Team Tusk,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,154,73,6_homology,8.72529157e-05,Team Tusk,Height,Anthropometric,,Height (extreme)
EUR.MAGIC.HbA1C,171,18,6_homology,0.000106434111,Team Tusk,Various,Glycemic,,Glycated hemoglobin
EUR.Neuroticism_Full,171,18,6_homology,0.000142478537,Team Tusk,Neuroticism,Psychiatric,,Neuroticism
EUR.Neuroticism_Full,160,15,6_homology,0.00017921001799999997,Team Tusk,Neuroticism,Psychiatric,,Neuroticism
EUR.pgc.cross.full.2013-03,160,15,6_homology,0.00010167260700000001,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.full.2013-03,171,18,6_homology,0.000111491635,Team Tusk,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.SCZ17.2013-05,171,18,6_homology,2.3016200399999998e-07,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,160,15,6_homology,4.1473055399999994e-06,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,171,18,6_homology,2.32900251e-07,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,160,15,6_homology,3.47351245e-06,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,171,18,6_homology,6.57728292e-06,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,160,15,6_homology,6.03579965e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,171,18,6_homology,1.19106325e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,160,15,6_homology,6.215357089999999e-05,Team Tusk,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BPSCZ.results,597,36,1_ppi,5.78490949e-06,Aleph,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,597,36,1_ppi,2.11104045e-05,Aleph,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BPSCZ.scz-only.results,258,6,1_ppi,8.89616311e-05,Aleph,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,6,90,1_ppi,5.46022865e-06,Aleph,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,6,90,1_ppi,3.40559006e-06,Aleph,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.DIAGRAMv3.2012DEC17.T2D,609,66,1_ppi,1.45972548e-05,Aleph,Type 2 diabetes,Glycemic,,Type 2 diabetes
EUR.GIANT.BMI.Women_SNP_gwas_mc_merge_nogc.tbl.uniq,604,66,1_ppi,5.7801801799999995e-05,Aleph,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,84,15,1_ppi,1.31248088e-06,Aleph,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,597,36,1_ppi,3.60916034e-05,Aleph,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,609,66,1_ppi,0.00019720011099999999,Aleph,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,84,15,1_ppi,6.27913377e-05,Aleph,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,597,36,1_ppi,8.23810023e-05,Aleph,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,155,9,1_ppi,0.000119660677,Aleph,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,597,36,1_ppi,6.66624146e-05,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,84,15,1_ppi,9.198403700000001e-05,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,39,27,1_ppi,0.00020533943599999999,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,609,66,1_ppi,0.000323700238,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,610,51,1_ppi,0.00036306627,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,84,15,1_ppi,3.60461435e-08,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,561,3,1_ppi,9.262731679999999e-05,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,84,15,1_ppi,2.2441843700000003e-06,Aleph,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,561,3,1_ppi,8.7703711e-05,Aleph,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,39,27,1_ppi,0.000153808598,Aleph,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq,84,15,1_ppi,2.0029731600000004e-05,Aleph,Height,Anthropometric,,Height
EUR.GIANT_OBESITY_CLASS3_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,10,72,1_ppi,1.2303160800000001e-05,Aleph,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,12,59,1_ppi,7.03462071e-05,Aleph,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,84,15,1_ppi,0.000102655484,Aleph,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,39,27,1_ppi,0.000144392297,Aleph,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,561,3,1_ppi,0.00019706921999999998,Aleph,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_MEN,39,27,1_ppi,4.9035486399999996e-05,Aleph,"BMI, waist, hip (male)",Anthropometric,,Hip circumference
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,84,15,1_ppi,3.00712668e-08,Aleph,BMI (male),Anthropometric,,Body mass index
EUR.GLGC.jointGwasMc_LDL,6,90,1_ppi,1.3156261500000001e-05,Aleph,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,6,90,1_ppi,3.08914439e-06,Aleph,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,6,90,1_ppi,7.51946801e-05,Aleph,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.IBDGenetics.CD,654,100,1_ppi,1.86527283e-06,Aleph,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.UC,654,100,1_ppi,3.5187093600000005e-05,Aleph,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBDGenetics.UC,475,3,1_ppi,0.000137931034,Aleph,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IGAP_stage_1,92,14,1_ppi,7.58517271e-05,Aleph,Alzheimer's disease,Neurodegenerative,,Alzheimer's disease
EUR.Okada2014.RA_GWASmeta_European_v2,654,100,1_ppi,1.56690892e-05,Aleph,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Okada2014.RA_GWASmeta_European_v2,500,3,1_ppi,0.000103009751,Aleph,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.pgc.cross.full.2013-03,627,41,1_ppi,1.9840465999999998e-05,Aleph,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.full.2013-03,597,36,1_ppi,0.000124077706,Aleph,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.SCZ17.2013-05,597,36,1_ppi,4.79745917e-05,Aleph,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,475,3,1_ppi,0.000138217001,Aleph,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,258,6,1_ppi,0.000145713482,Aleph,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,597,36,1_ppi,2.4298374e-05,Aleph,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,258,6,1_ppi,0.000114036412,Aleph,Schizophrenia,Psychiatric,,Schizophrenia
EUR.phs000124.pha002895.neuroblastoma,61,20,1_ppi,5.687569459999999e-06,Aleph,Various,Various,,Neuroblastoma
EUR.phs000124.pha002895.neuroblastoma,139,10,1_ppi,0.00013804085100000001,Aleph,Various,Various,,Neuroblastoma
EUR.Willer2008.LDL,6,90,1_ppi,1.22669049e-05,Aleph,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,96,18,2_ppi,2.15196023e-05,Aleph,"LDL, total cholesterol",Lipids,,Total cholesterol
